wine_type,country,grape,year,wine_rating,rating_count,price,light_bold,smooth_tannic,dry_sweet,soft_acidic,taste_count,wine_age,geo_region
White,France,Blend,2018,3.7,703,45.88,61.73,47.91798617,11.7477,40.9013,780,3,W Europe
Red,Italy,Cabernet Sauvignon,2017,4.1,519,105,82.2809,47.0039,26.9022,29.1494,1325,4,S Europe
Red,France,Pinot Noir,2019,3.7,25,67,32.2393,21.4288,0,51.8843,20,2,W Europe
White,Italy,Zibibbo,2020,4.1,342,36,64.7785,47.91798617,19.2566,34.488,290,1,S Europe
Red,Argentina,Bonarda,2016,4,490,54.5,48.1356,24.0595,18.2073,68.9677,350,5,S America
Red,Italy,Sangiovese,2013,3.7,983,66,42.9607,55.6694,2.30813,64.0099,372,8,S Europe
Red,Portugal,Blend,2014,4.1,987,75,75.2219,46.4061,16.95,39.1489,492,7,S Europe
White,France,Chardonnay,2018,3.8,542,58,40.8728,47.91798617,0,43.0998,527,3,W Europe
White,France,Chardonnay,2016,4,98,80,38.5109,47.91798617,0,44.3112,123,5,W Europe
White,Spain,Verdejo,2019,3.8,204,10.75,23.1897,47.91798617,27.3344,52.0729,111,2,S Europe
White,France,Riesling,2013,4.1,71,61.86,57.64164538,47.91798617,10.98216313,55.38421874,194,8,W Europe
Red,France,Blend,2016,4.2,286,104,76.2584,74.061,7.73326,74.4062,265,5,W Europe
Red,Spain,Mencia,2014,3.8,31,78.4,52.2075,38.6574,14.7282,64.6002,192,7,S Europe
Red,Italy,Primitivo,2018,3.7,77,34,67.8949,18.9428,41.1884,12.694,79,3,S Europe
Red,France,Blend,2011,3.7,446,49.08,73.1311,72.773,6.39374,67.7221,1505,10,W Europe
Red,Italy,Sangiovese,2016,4.1,1354,70,51.904,55.8142,3.07823,64.5755,2781,5,S Europe
Red,Italy,Sangiovese,2005,3.9,319,99.75,46.7044,55.1537,5.07274,62.5612,1709,16,S Europe
Red,Italy,Sangiovese,2014,4.3,351,118,47.7964,58.1512,6.53367,65.4984,1490,7,S Europe
Red,France,Blend,2016,3.5,180,14.31,66.8204,47.0624,5.8253,53.8085,227,5,W Europe
Red,France,Cabernet Sauvignon,2016,3.9,598,89,63.7209,64.0895,7.69065,72.2964,2036,5,W Europe
White,France,Blend,2018,3.8,3031,48.94,57.64164538,47.91798617,10.98216313,55.38421874,2585,3,W Europe
Red,France,Pinot Noir,2017,4,45,88,26.747,24.0301,6.32831,63.1054,8,4,W Europe
Red,Spain,Tempranillo,2017,3.8,55,13.92,67.5704,65.3714,9.8121,59.8519,121,4,S Europe
Red,France,Blend,2018,3.9,72,21.65,57.64164538,47.91798617,10.98216313,55.38421874,165,3,W Europe
White,Australia,Chardonnay,2017,3.8,25,59,55.9717,47.91798617,15.8591,51.5614,157,4,Oceania
White,France,Chardonnay,2018,4.1,152,72,43.3008,47.91798617,4.44175,68.0939,218,3,W Europe
Red,Chile,Blend,2017,3.6,1293,14.31,75.1728,54.3984,7.8315,45.9614,218,4,S America
White,Germany,Riesling,2019,3.8,765,27.37,38.0121,47.91798617,6.20925,84.0179,1013,2,W Europe
Red,Portugal,Touriga Nacional,2009,4,485,65,79.7198,55.6768,14.1637,42.9184,2069,12,S Europe
White,France,Blend,2019,3.6,112,36.92,51.2428,47.91798617,12.9378,48.3287,144,2,W Europe
Red,Italy,Sangiovese,2017,4.3,87,99,53.4643,44.748,12.0289,46.526,1413,4,S Europe
White,Italy,Sauvignon Blanc,2018,4.1,94,69,52.0816,47.91798617,24.5719,49.1331,60,3,S Europe
Red,New Zealand,Blend,2017,4,36,30.73,63.0542,57.9472,7.32219,64.9646,77,4,Oceania
Red,United States,Cabernet Sauvignon,2016,4.2,401,110,85,50.6713,5.51475,64.2086,2622,5,N America
Red,France,Blend,2013,3.9,463,105,71.9987,70.3906,6.168,72.1695,1491,8,W Europe
White,France,Chardonnay,2018,4,221,72.08,43.3905,47.91798617,0.905357,65.4244,221,3,W Europe
Red,France,Shiraz/Syrah,2016,4.2,101,116.33,71.0326,70.6453,10.0893,65.7223,93,5,W Europe
Red,France,Blend,2015,3.8,581,78,67.3261,69.341,7.44943,65.4868,522,6,W Europe
White,Germany,Blend,2012,3.8,39,36.49,57.64164538,47.91798617,10.98216313,55.38421874,39,9,W Europe
Red,Italy,Corvina,2018,4.1,606,49,66.3089,36.3346,27.8483,22.3137,381,3,S Europe
Red,Spain,Tempranillo,2009,4,80,85,63.8213,58.4962,4.47546,58.4463,56,12,S Europe
Red,France,Cabernet Franc,2017,3.9,27,63,57.64164538,47.91798617,10.98216313,55.38421874,36,4,W Europe
White,Germany,Riesling,2019,4.4,41,94.5,48.415,47.91798617,31.566,80.2192,523,2,W Europe
White,Spain,Godello,2011,3.9,111,30.62,57.64164538,47.91798617,10.98216313,55.38421874,20,10,S Europe
Red,France,Shiraz/Syrah,2018,3.8,39,27.07,66.5672,47.9403,0,37.1828,23,3,W Europe
Red,France,Pinot Noir,2017,4.2,36,72.67,30.0882,25.7408,0,69.818,40,4,W Europe
Red,France,Blend,2019,3.8,40,48.42,65.011,52.9456,4.69361,60.9376,135,2,W Europe
Red,Italy,Negroamaro,2018,3.5,245,44,73.6623,43.4255,29.4538,31.0323,314,3,S Europe
Red,Italy,Blend,2015,4,71,112.99,56.1665,46.3931,14.8467,46.9997,148,6,S Europe
Red,France,Shiraz/Syrah,2019,3.9,71,20.88,64.2344,56.4909,0,65.943,135,2,W Europe
Red,Italy,Nebbiolo,2016,4.3,752,115,62.4425,76.1259,3.8193,83.215,4500,5,S Europe
Red,France,Blend,2017,3.6,7798,39.38,62.5486,55.946,3.78208,62.6619,5110,4,W Europe
Red,France,Cabernet Sauvignon,2017,3.3,118,41,58.479,59.3269,4.84785,63.1005,114,4,W Europe
Red,France,Shiraz/Syrah,2019,3.8,636,39.8,61.6978,51.8075,9.15393,59.3926,603,2,W Europe
Red,United States,Cabernet Sauvignon,2017,4,3282,59.99,67.6839,61.216,7.87736,64.322,5521,4,N America
Red,Australia,Shiraz/Syrah,2018,3.6,90,35,82.995,50.158,18.1012,44.4155,262,3,Oceania
Red,Spain,Blend,2017,4.2,527,71,65.5389,41.0199,12.9261,43.7369,1048,4,S Europe
Red,France,Pinot Noir,2016,3.9,41,101.83,33.4275,39.497,2.07945,65.3925,79,5,W Europe
Red,France,Merlot,2007,3.9,489,74.85,73.6439,55.9366,9.06952,52.4035,1605,14,W Europe
Red,New Zealand,Blend,2016,4,37,28.49,65.4068,49.8047,14.1098,59.7693,252,5,Oceania
Red,France,Gamay,2018,4.1,256,65,4.37662,12.3874,14.3583,81.7484,225,3,W Europe
Red,Italy,Blend,2007,4.2,286,115,84.6541,24.0744,47.9269,26.8196,318,14,S Europe
Red,Italy,Cabernet Sauvignon,2013,3.8,939,52,54.9776,53.0432,3.38986,48.7869,706,8,S Europe
Red,France,Cabernet Franc,2013,4.1,36,61.86,57.64164538,47.91798617,10.98216313,55.38421874,121,8,W Europe
Red,Argentina,Malbec,2019,3.9,363,55.75,64.5916,28.7555,20.0982,35.1425,2531,2,S America
White,France,Pinot Gris,2011,4.3,31,38.66,57.64164538,47.91798617,10.98216313,55.38421874,766.0365691,10,W Europe
Red,France,Blend,2018,3.9,521,50,65.2079,49.7025,4.28475,54.7141,470,3,W Europe
Red,France,Blend,2017,3.9,237,42.53,73.6204,74.3097,2.53561,71.5922,1529,4,W Europe
Red,Greece,Blend,2019,3.8,248,41,42.0162,55.2492,12.531,64.0945,256,2,S Europe
Red,Chile,Blend,2006,2.7,25,25.66,57.64164538,47.91798617,10.98216313,55.38421874,181,15,S America
Red,United States,Barbera,2014,3.8,1083,50,85,49.3283,19.206,62.0299,1064,7,N America
White,France,Clairette,2018,4.1,41,101.67,58.4459,47.91798617,4.65462,48.4657,214,3,W Europe
Red,France,Gamay,2016,3.9,74,32.48,16.8499,21.4594,4.17244,82.0988,109,5,W Europe
Red,Italy,Sauvignon Blanc,2017,3.7,497,41.83,59.261,42.0508,16.6097,34.8275,862,4,S Europe
Red,Spain,Tempranillo,2014,4,1163,74,65.5531,57.173,10.0294,59.7367,1258,7,S Europe
White,France,Viognier,2017,4.2,177,79.33,78.3101,47.91798617,27.8163,26.4021,265,4,W Europe
Red,New Zealand,Pinot Noir,2019,3.5,70,47,17.937,22.9007,7.27727,65.3026,185,2,Oceania
White,Austria,Grüner Veltliner,2015,4,397,64,25.7673,47.91798617,11.0655,62.521,370,6,C/E Europe
Red,France,Blend,2005,4.1,367,68,75.2208,74.0299,9.21795,72.2768,1066,16,W Europe
Red,France,Pinot Noir,2018,4,131,71,20.5979,23.5309,4.33508,82.6661,104,3,W Europe
Red,United States,Merlot,2017,4.3,3478,109,66.7321,20.9123,16.4599,11.6036,6633,4,N America
Red,France,Blend,2016,4,48,65,63.1257,48.0943,10.1673,56.1383,102,5,W Europe
White,France,Chardonnay,2018,4.2,280,104,41.6579,47.91798617,0.922567,66.4437,662,3,W Europe
White,France,Pinot Gris,2011,3.6,32,57.25,43.0176,47.91798617,25.1351,31.4108,41,10,W Europe
Red,Italy,Corvina,2019,3.7,864,57,41.9189,32.2506,13.3489,56.8573,1496,2,S Europe
Red,France,Blend,2017,4.4,46,64.96,80.3224,41.303,5.34383,47.8796,243,4,W Europe
Red,France,Blend,2017,4.5,45,72.69,68.7889,49.8022,7.97885,54.8315,53,4,W Europe
White,France,Melon de Bourgogne,2019,3.9,51,15.47,19.5311,47.91798617,2.90195,85,354,2,W Europe
Red,France,Cabernet Franc,2018,3.9,158,30.93,57.64164538,47.91798617,10.98216313,55.38421874,211,3,W Europe
White,Australia,Riesling,2017,3.7,72,99,46.0614,47.91798617,1.31011,67.149,346,4,Oceania
Red,France,Pinot Noir,2016,4.1,33,80,38.5665,31.8513,12.8323,65.6994,24,5,W Europe
White,France,Chardonnay,2018,3.9,308,55,42.6336,47.91798617,2.05137,67.8455,116,3,W Europe
Red,France,Cariñena,2020,4.3,88,85,57.64164538,47.91798617,10.98216313,55.38421874,181,1,W Europe
Red,France,Blend,2017,4,132,18.56,57.64164538,47.91798617,10.98216313,55.38421874,307,4,W Europe
Red,France,Cabernet Sauvignon,2001,4,146,119.5,71.0857,69.3442,5.77371,70.6967,3805,20,W Europe
Red,New Zealand,Pinot Noir,2016,4,148,67,24.9328,24.5726,8.61826,62.7453,282,5,Oceania
Red,Italy,Sangiovese,2018,4.2,40,83,47.4479,44.1227,5.13277,50.8077,181,3,S Europe
Red,South Africa,Blend,2012,4.2,252,89.99,57.64164538,47.91798617,10.98216313,55.38421874,838,9,Africa
Red,France,Blend,2010,3.9,759,93,64.3212,64.2949,8.81885,68.1682,961,11,W Europe
White,South Africa,Sauvignon Blanc,2020,3.8,64,45,32.6292,47.91798617,3.5819,67.7679,170,1,Africa
Red,France,Blend,2018,3.9,97,109,72.5802,73.009,6.41013,71.2151,6223,3,W Europe
Red,Italy,Merlot,2018,3.7,103,36,57.0346,34.5623,11.7344,25.9334,33,3,S Europe
Red,Georgia,Saperavi,2019,3.8,51,29,57.64164538,47.91798617,10.98216313,55.38421874,30,2,C/W Asia
Red,France,Cabernet Franc,2017,3.9,69,60,73.9917,53.4222,5.49893,52.1478,1582,4,W Europe
White,Spain,Godello,2017,4.1,350,25.75,57.64164538,47.91798617,10.98216313,55.38421874,169,4,S Europe
Red,Spain,Bobal,2016,4.3,125,115.84,66.9489,50.7168,12.9516,49.6358,113,5,S Europe
White,United States,Chardonnay,2018,4.1,603,39,85,47.91798617,38.7501,42.6984,2082,3,N America
White,France,Riesling,2019,3.9,62,24.75,44.0539,47.91798617,21.591,76.874,149,2,W Europe
White,Australia,Pinot Grigio,2018,3.5,461,40.99,40.6501,47.91798617,13.8683,29.7205,497,3,Oceania
White,Germany,Riesling,2018,3.8,83,43,34.606,47.91798617,22.087,84.9766,81,3,W Europe
Red,Australia,Shiraz/Syrah,2018,3.5,232,31.5,77.5794,40.7864,21.4035,42.8075,227,3,Oceania
Red,Argentina,Malbec,2018,3.6,145,68,54.9628,47.0994,23.4059,47.7056,264,3,S America
Red,France,Shiraz/Syrah,2019,3.7,213,45,65.6836,52.0754,3.46151,58.0765,201,2,W Europe
Red,Italy,Sangiovese,2018,3.7,2382,50,44.8687,59.1603,6.52419,64.8469,3306,3,S Europe
Red,Australia,Shiraz/Syrah,2017,3.4,536,49.9,84.39,48.4518,21.3259,40.4415,219,4,Oceania
Red,France,Cabernet Sauvignon,2017,4.1,138,84,62.8189,62.5401,8.39593,70.2532,1671,4,W Europe
Red,United States,Cabernet Sauvignon,2015,3.7,1061,62,84.7113,53.101,9.98091,61.9932,476,6,N America
Red,France,Blend,2013,3.7,40,56.33,67.8181,57.5949,0,61.0069,31,8,W Europe
Red,Spain,Tempranillo,2014,4.2,235,77.5,67.8172,63.75,13.2602,61.4157,215,7,S Europe
White,France,Sauvignon Blanc,2014,4,71,110,24.4119,47.91798617,0.28803,67.0105,170,7,W Europe
White,Germany,Riesling,2017,4.1,100,63.17,38.5435,47.91798617,28.3824,81.0751,133,4,W Europe
Red,Italy,Blend,2013,3.9,190,96,48.4698,58.0948,13.7591,64.3779,360,8,S Europe
White,France,Sauvignon Blanc,2005,3.5,44,102.92,64.933,47.91798617,19.6936,39.7557,692,16,W Europe
White,Germany,Riesling,2019,4.2,36,103.99,41.8045,47.91798617,28.9115,83.5242,351,2,W Europe
Red,Spain,Blend,2017,4.2,1966,68,72.3391,47.8984,20.6092,43.9567,1706,4,S Europe
White,Italy,Arneis,2018,3.9,349,55,59.0848,47.91798617,22.7436,53.2972,414,3,S Europe
White,New Zealand,Blend,2017,3.9,162,64.99,57.64164538,47.91798617,10.98216313,55.38421874,472,4,Oceania
White,Australia,Blend,2020,3.4,48,22.48,57.64164538,47.91798617,10.98216313,55.38421874,71,1,Oceania
Red,France,Pinot Noir,2016,4,50,50,37.9735,37.7701,0.231787,78.4702,72,5,W Europe
White,Spain,Verdejo,2018,3.9,1521,32.4,23.2827,47.91798617,22.9637,51.4631,823,3,S Europe
Red,Italy,Dolcetto,2018,3.9,40,20.11,62.9663,43.669,20.4705,31.6879,47,3,S Europe
Red,France,Blend,2016,4.2,66,96.83,85,42.2878,10.3366,45.6022,138,5,W Europe
White,Australia,Blend,2018,3.2,62,38,57.64164538,47.91798617,10.98216313,55.38421874,44,3,Oceania
White,France,Chardonnay,2018,4,84,45,40.1788,47.91798617,2.04342,67.1065,154,3,W Europe
Red,Austria,Blaufränkisch,2009,3.7,37,69.1,54.4348,55.48,3.16392,65.5185,103,12,C/E Europe
White,Spain,Albariño,2018,3.9,469,41.76,21.7423,47.91798617,1.53731,68.1405,1361,3,S Europe
Red,France,Blend,2012,3.9,56,96.9,76.9111,43.757,11.0538,44.9476,295,9,W Europe
Red,Italy,Primitivo,2018,4.1,37,86,68.4831,22.3744,43.0019,17.9799,98,3,S Europe
Red,Spain,Tempranillo,2018,3.5,43,39.9,46.7018,57.827,5.58522,55.7228,31,3,S Europe
Red,France,Grenache,2019,3.9,65,27.07,65.4137,48.5116,10.3665,54.8848,276,2,W Europe
White,Italy,Pinot Grigio,2019,3.8,118,51,38.8133,47.91798617,12.9364,42.6148,220,2,S Europe
Red,France,Pinot Noir,2017,3.6,90,58,28.9005,23.152,0,63.6883,199,4,W Europe
Red,Chile,Pinot Noir,2017,3.8,1233,66.3,45.0137,3.39316,11.4145,47.3506,1402,4,S America
White,France,Viognier,2019,4.4,55,76.33,78.3101,47.91798617,27.8163,26.4021,265,2,W Europe
Red,France,Blend,2013,3.8,420,50.92,74.2625,75.3139,7.59438,73.5467,1875,8,W Europe
Red,Italy,Nebbiolo,2014,4.1,249,105.99,56.2668,68.4039,2.7702,84.4839,570,7,S Europe
Red,Australia,Shiraz/Syrah,2017,3.8,32,50.99,82.6089,45.9107,16.5387,38.4318,96,4,Oceania
Red,France,Shiraz/Syrah,2017,4,326,63,63.8144,48.5267,6.25738,45.5952,3002,4,W Europe
Red,France,Shiraz/Syrah,2019,4.3,25,48,71.7768,49.7143,0,51.2098,11,2,W Europe
Red,Argentina,Cabernet Sauvignon,2013,3.6,881,49.35,62.841,52.0794,14.6248,39.922,286,8,S America
White,Australia,Grüner Veltliner,2017,4.2,25,58,57.64164538,47.91798617,10.98216313,55.38421874,50,4,Oceania
White,France,Blend,2018,3.7,48,60,63.8368,47.91798617,12.884,40.9193,163,3,W Europe
Red,France,Blend,2017,3.7,131,47.83,57.529,56.7903,10.6326,59.4766,209,4,W Europe
White,Australia,Sauvignon Blanc,2020,3.6,201,28.8,57.64164538,47.91798617,10.98216313,55.38421874,65,1,Oceania
Red,Spain,Petit Verdot,2016,4,247,37.89,67.9294,50.6708,13.1478,45.9406,489,5,S Europe
Red,Italy,Nebbiolo,2015,4.2,45,108.26,60.0505,44.8858,14.6803,37.9387,296,6,S Europe
Red,France,Pinot Noir,2017,4.2,148,115.92,38.7135,31.3949,6.91399,71.6218,982,4,W Europe
White,New Zealand,Sauvignon Blanc,2016,4.2,862,85.17,35.849,47.91798617,6.4378,77.6187,2727,5,Oceania
Red,Italy,Blend,2016,4.3,52,118.99,79.8418,25.174,47.3619,26.2725,494,5,S Europe
Red,Italy,Pinot Nero,2018,3.7,111,45,29.1807,24.5258,0.499743,63.6998,115,3,S Europe
Red,France,Blend,2016,3.9,459,64.17,74.1839,73.0841,6.56345,73.5717,1094,5,W Europe
Red,France,Pinot Noir,2016,4.3,29,106.71,43.2849,33.4665,7.10199,69.4484,128,5,W Europe
Red,Italy,Montepulciano,2011,3.5,139,31.03,34.5099,36.9988,4.83994,61.4676,2071,10,S Europe
White,France,Riesling,2018,4.3,72,108,45.4009,47.91798617,28.623,77.9269,242,3,W Europe
Red,Italy,Montepulciano,2019,3.4,133,29,35.6319,42.0724,4.86642,61.9142,244,2,S Europe
White,Italy,Pinot Blanc,2016,3.8,152,56.76,52.5554,47.91798617,16.3739,56.8565,80,5,S Europe
Red,France,Shiraz/Syrah,2018,4.3,76,92.08,69.4225,64.5836,4.71472,65.3992,458,3,W Europe
White,Germany,Riesling,2018,4.3,40,103.16,48.2683,47.91798617,11.7184,84.7044,258,3,W Europe
Red,Italy,Nebbiolo,2014,3.8,1233,78.99,57.693,66.9612,2.64185,84.8712,1753,7,S Europe
Red,France,Pinot Noir,2017,4.3,157,99,31.2579,22.2936,2.38886,62.7896,259,4,W Europe
Red,France,Blend,2010,3.9,1017,75,64.676,64.0585,6.07004,71.709,1544,11,W Europe
White,Austria,Riesling,2016,4.7,26,90,63.8991,47.91798617,5.39693,85,12,5,C/E Europe
Red,New Zealand,Blend,2018,4.4,84,110,64.4722,56.8668,5.40654,61.8897,1094,3,Oceania
Red,France,Gamay,2018,3.9,376,29.38,2.30678,10.1044,4.31732,83.5304,554,3,W Europe
Red,Spain,Tempranillo,2006,3.9,381,43.56,62.7533,58.0967,11.8753,61.104,1405,15,S Europe
White,Austria,Grüner Veltliner,2018,3.9,349,55,57.64164538,47.91798617,10.98216313,55.38421874,401,3,C/E Europe
White,United States,Chenin Blanc,2018,3.8,391,44,29.8917,47.91798617,2.68022,68.3723,1010,3,N America
Red,Argentina,Blend,2008,4,332,71.56,57.64164538,47.91798617,10.98216313,55.38421874,633,13,S America
Red,New Zealand,Cabernet Sauvignon,2013,3.6,40,69.84,63.641,70.5904,14.2151,68.3422,106,8,Oceania
Red,France,Pinot Noir,2018,3.7,33,70.25,37.7915,30.3855,5.69273,75.928,145,3,W Europe
White,Italy,Sauvignon Blanc,2018,3.6,102,64,59.803,47.91798617,23.5843,50.004,102,3,S Europe
White,France,Melon de Bourgogne,2019,4,42,46,20.522,47.91798617,0.46985,85,81,2,W Europe
White,Italy,Blend,2009,3.1,35,52,39.8445,47.91798617,24.4553,64.9903,281,12,S Europe
Red,Spain,Tempranillo,2016,4.2,97,87.92,79.0664,54.1914,10.2489,34.6019,3635,5,S Europe
Red,Portugal,Tinta Amarela,2013,3.9,292,91,75.6001,53.9875,9.93378,43.6189,805,8,S Europe
Red,Moldova,Cabernet Sauvignon,2009,3.4,67,35.53,57.64164538,47.91798617,10.98216313,55.38421874,89,12,C/E Europe
White,France,Riesling,2013,3.6,340,59,42.6189,47.91798617,21.2257,78.7426,1243,8,W Europe
Red,France,Cabernet Franc,2020,3.8,33,54,57.64164538,47.91798617,10.98216313,55.38421874,700,1,W Europe
White,Argentina,Blend,2020,4.1,66,61.99,57.64164538,47.91798617,10.98216313,55.38421874,1,1,S America
Red,United States,Merlot,2018,3.7,719,37,65.6312,21.4077,16.8819,11.5903,2731,3,N America
Red,Italy,Barbera,2016,3.9,123,39,55.9061,26.8699,6.43671,66.8027,170,5,S Europe
White,South Africa,Chardonnay,2018,4.3,562,96.24,59.567,47.91798617,15.9029,54.3971,1401,3,Africa
Red,France,Merlot,2014,3.7,267,26.83,66.3711,56.1502,10.6517,63.207,405,7,W Europe
Red,Chile,Cabernet Sauvignon,2020,3.1,322,32,69.3693,47.3358,12.7897,43.5057,346,1,S America
White,South Africa,Chardonnay,2019,3.7,352,50,63.4551,47.91798617,13.0566,57.4741,488,2,Africa
Red,Italy,Sangiovese,2013,4.1,336,84.99,51.68,42.0769,12.3295,47.8905,752,8,S Europe
Red,Argentina,Malbec,2017,3.9,1788,46.88,60.4931,33.4405,19.9827,36.053,1437,4,S America
White,Italy,Pinot Grigio,2019,3.9,476,51,40.1721,47.91798617,13.1298,41.0827,393,2,S Europe
Red,Italy,Carignan,2019,3.8,544,66,78.7554,40.693,25.3016,33.5838,393,2,S Europe
Red,Spain,Tempranillo,2017,3.7,653,56.99,61.6793,60.9149,12.6091,59.1926,1441,4,S Europe
White,France,Chardonnay,2019,4.1,49,55.75,43.3451,47.91798617,2.0371,40.549,368,2,W Europe
Red,France,Blend,2015,3.9,366,93,75.0861,70.324,8.45013,71.6685,609,6,W Europe
Red,United States,Pinot Noir,2017,4.4,337,117.99,26.9237,22.6541,5.57952,62.1355,1304,4,N America
White,France,Sauvignon Blanc,2019,4.2,168,32.32,24.6738,47.91798617,4.27154,67.2547,289,2,W Europe
Red,Spain,Tempranillo,2011,4.1,1327,32.94,62.6392,60.9133,10.6946,61.0788,2084,10,S Europe
White,Australia,Chardonnay,2017,3.8,697,63,52.6214,47.91798617,9.98971,52.5361,1590,4,Oceania
Red,France,Merlot,2010,3.6,331,58.17,65.2067,58.221,3.26866,64.562,487,11,W Europe
Red,France,Cabernet Franc,2018,3.8,99,23.2,57.64164538,47.91798617,10.98216313,55.38421874,72,3,W Europe
Red,Spain,Tempranillo,2017,3.7,140,21.42,75.8211,61.6875,5.09332,38.5137,111,4,S Europe
Red,France,Blend,2010,4,414,69.8,74.0578,75.5848,5.77852,73.5128,1038,11,W Europe
Red,Portugal,Touriga Nacional,2017,3.9,944,48.99,81.2211,57.2507,10.127,45.0896,869,4,S Europe
Red,Italy,Blend,2014,3.5,827,59,66.7741,40.9114,30.7095,26.4596,1004,7,S Europe
White,Italy,Blend,2012,4.2,56,83.46,46.9063,47.91798617,29.8466,61.1526,190,9,S Europe
Red,Italy,Primitivo,2020,4.1,6098,27.2,63.0875,20.0385,44.6069,12.4414,3708,1,S Europe
Red,Italy,Sangiovese,2016,3.2,38,53,40.307,60.3421,0,61.1886,13,5,S Europe
Red,France,Cabernet Sauvignon,2016,4,120,67.99,71.7328,49.8459,2.24545,54.0228,151,5,W Europe
White,France,Chardonnay,2019,4.2,178,63,43.5674,47.91798617,5.77628,39.6309,577,2,W Europe
Red,South Africa,Blend,2019,4.1,100,30,57.64164538,47.91798617,10.98216313,55.38421874,124,2,Africa
Red,Australia,Shiraz/Syrah,2018,3.7,105,38,85,47.4717,16.7993,42.9195,400,3,Oceania
White,Italy,Vermentino,2019,3.6,684,40,60.2699,47.91798617,5.46997,37.6264,287,2,S Europe
White,Spain,Hondarrabi Zuri,2019,3.8,137,22.73,57.64164538,47.91798617,10.98216313,55.38421874,172,2,S Europe
Red,United States,Pinot Noir,2017,3.7,693,37,43.2954,22.4695,4.3864,53.6909,1666,4,N America
White,France,Chardonnay,2018,4.4,182,112.28,47.4451,47.91798617,5.49886,65.9232,536,3,W Europe
White,Germany,Riesling,2018,4.2,107,100.6,47.3374,47.91798617,10.5384,82.1963,393,3,W Europe
White,Spain,Godello,2019,3.8,840,54,57.64164538,47.91798617,10.98216313,55.38421874,889,2,S Europe
Red,France,Gamay Noir,2018,3.7,118,39.8,0.21623,15.2003,10.6233,81.6207,256,3,W Europe
White,France,Chardonnay,2017,4,896,85,41.8503,47.91798617,3.10068,40.8799,1688,4,W Europe
White,France,Pinot Blanc,2019,3.7,39,73,37.2281,47.91798617,3.95562,59.5545,105,2,W Europe
White,France,Sylvaner,2018,3.9,176,60.32,57.64164538,47.91798617,10.98216313,55.38421874,312,3,W Europe
Red,Germany,Spätburgunder,2018,3.8,377,68,4.59162,24.2369,3.08095,74.6199,484,3,W Europe
Red,France,Blend,2017,3.9,34,34,58.1779,43.3063,7.31925,65.1177,33,4,W Europe
Red,United States,Zinfandel,2014,4.2,1778,46.01,85,55.9461,13.3592,63.9303,5048,7,N America
White,Chile,Sauvignon Blanc,2019,3.6,26,34,38.2567,47.91798617,1.25839,67.6443,49,2,S America
White,France,Chardonnay,2014,4.2,74,88.5,37.5586,47.91798617,6.31121,39.9066,103,7,W Europe
White,France,Viognier,2019,4.4,30,89.67,74.1904,47.91798617,22.053,27.1675,101,2,W Europe
White,France,Chardonnay,2018,3.8,29,77.33,39.2558,47.91798617,20.1694,59.5399,40,3,W Europe
White,France,Chardonnay,2013,4.4,177,54.13,44.3652,47.91798617,3.7338,37.1399,441,8,W Europe
White,Spain,Godello,2012,3.7,125,32.09,57.64164538,47.91798617,10.98216313,55.38421874,50,9,S Europe
Red,Spain,Tempranillo,2008,3.1,97,28.63,76.3734,59.3223,7.96157,37.1957,153,13,S Europe
White,France,Riesling,2011,4.2,26,69.34,47.7144,47.91798617,29.3931,77.979,103,10,W Europe
White,Australia,Chardonnay,2018,3.6,122,53,50.0381,47.91798617,10.9233,53.5658,315,3,Oceania
Red,Spain,Tempranillo,2013,3.9,1414,84,78.7863,52.8991,5.20648,34.194,2832,8,S Europe
White,Italy,Pinot Grigio,2018,3.8,425,60,41.9414,47.91798617,12.4888,42.4522,413,3,S Europe
White,Austria,Riesling,2015,4.2,104,93.33,57.64164538,47.91798617,10.98216313,55.38421874,74,6,C/E Europe
Red,France,Blend,2011,3.8,1483,68,75.3493,75.3257,7.23743,72.6101,2960,10,W Europe
White,France,Sauvignon Blanc,2018,3.8,121,49.67,22.9023,47.91798617,0,67.1872,133,3,W Europe
White,Italy,Weissburgunder,2020,3.7,78,38,40.9608,47.91798617,3.42225,61.0021,155,1,S Europe
Red,Australia,Shiraz/Syrah,2019,4.1,171,55.88,83.3518,44.4283,18.7137,42.1234,340,2,Oceania
Red,Spain,Tempranillo,2016,4.2,2100,60.5,64.3452,59.8438,9.41718,59.8582,4009,5,S Europe
White,France,Chardonnay,2013,4.2,67,81.75,37.5586,47.91798617,6.31121,39.9066,103,8,W Europe
Red,France,Blend,2016,4,1216,60,62.4658,64.432,8.24502,70.2148,1559,5,W Europe
Red,South Africa,Blend,2017,4.2,426,88,66.2729,57.1939,15.0818,64.1795,1024,4,Africa
White,France,Chardonnay,2019,4.2,34,92.21,59.9315,47.91798617,9.91459,55.0511,267,2,W Europe
White,France,Sauvignon Blanc,2016,4.2,46,54.13,22.0051,47.91798617,0,67.9783,69,5,W Europe
Red,Spain,Cabernet Sauvignon,2019,3.6,566,39.5,62.3836,40.5051,13.8295,46.0583,515,2,S Europe
Red,United States,Grenache,2016,4,78,72,65.1926,55.0713,6.05004,65.0072,319,5,N America
White,New Zealand,Sauvignon Blanc,2020,3.9,37,51.5,36.5211,47.91798617,4.95493,76.5349,180,1,Oceania
